Movie [year=1994, title=Hoop Dreams, duration=170, genres=Documentary, rating=PG-13, score=8.3, director=Steve James, actor1=William Gates, actor2=Arthur Agee, actor3=Isiah Thomas]
Movie [year=1997, title=Trekkies, duration=86, genres=Documentary, rating=PG, score=7.0, director=Roger Nygard, actor1=Walter Koenig, actor2=DeForest Kelley, actor3=James Doohan]
